year,parcel,date_ord,replicatewithinparcel,LAI,growthcycle,swardtype,phenologicalstage,lodging,yield,,,
2022,P4,10,3,6.8543,1,B,5,1,5.03,,,
2022,P4,10,4,6.6986,1,A,5,1,5.4,,,
2022,P4,11,1,8.5226,1,A,6.5,3,6.24,,,
2022,P4,11,2,8.111,1,A,6.5,3,5.42,,,
2022,P4,11,3,9.2365,1,A,6.5,3,7.58,,,
2022,P4,11,4,6.7023,1,A,6.5,3,5.27,,,
2022,P4,12,1,0.3011,2,A,0,0,0.11,,,
2022,P4,12,2,0.3858,2,C,0,0,0.16,,,
2022,P4,12,3,0.784,2,A,0,0,0.14,,,
2022,P4,12,4,0.737,2,A,0,0,0.08,,,
2022,P4,13,1,3.3484,2,C,1,0,1.15,,,
2022,P4,13,2,2.7748,2,B,1,0,0.89,,,
2022,P4,13,3,2.5696,2,C,1,0,0.68,,,
2022,P4,13,4,2.9167,2,C,1,0,1.06,,,
2022,P4,14,1,4.0501,2,B,1,0,1.7,,,
2022,P4,14,2,4.6757,2,B,1,0,1.78,,,
2022,P4,14,3,4.7493,2,B,1,0,1.85,,,
2022,P4,14,4,3.661,2,A,1,0,1.18,,,
2022,P4,15,1,5.0155,2,C,1,0,2.66,,,
2022,P4,15,2,6.6919,2,B,1,0,2.75,,,
2022,P4,15,3,7.0247,2,A,1,0,2.54,,,
2022,P4,15,4,5.1687,2,B,1,0,2.3,,,
2022,P4,16,1,1.2952,3,B,0,0,0.31,,,
2022,P4,16,2,1.5434,3,C,0,0,0.53,,,
2022,P4,16,3,1.6935,3,C,0,0,0.52,,,
2022,P4,16,4,1.9285,3,B,0,0,0.37,,,
2022,P4,17,1,4.7985,3,A,1,0,1.41,,,
2022,P4,17,2,5.3416,3,B,1,0,1.75,,,
2022,P4,17,3,4.0232,3,A,1,0,1.24,,,
2022,P4,17,4,5.379,3,C,1,0,1.56,,,
2022,P4,18,1,4.8685,3,B,1,0,1.51,,,
2022,P4,18,2,6.5513,3,A,1,0,1.67,,,
2022,P4,18,3,4.9373,3,B,1,0,1.76,,,
2022,P4,18,4,5.7311,3,A,1,0,1.54,,,
2022,P4,19,1,1.4362,4,A,0,0,0.31,,,
2022,P4,19,2,0.8857,4,A,0,0,0.18,,,
2022,P4,19,3,1.0091,4,A,0,0,0.28,,,
2022,P4,19,4,1.1352,4,A,0,0,0.23,,,
2022,P5,1,1,0.1865,1,A,0,0,0,,,
2022,P5,1,2,0.1961,1,A,0,0,0,,,
2022,P5,1,3,0.1454,1,B,0,0,0,,,
2022,P5,1,4,0.4786,1,B,0,0,0,,,
2022,P5,2,1,1.3378,1,C,0,0,0.29,,,
2022,P5,2,2,2.9009,1,B,0,0,0.75,,,
2022,P5,2,3,1.0492,1,C,0,0,0.04,,,
2022,P5,2,4,1.5799,1,C,0,0,0.29,,,
2022,P5,3,1,2.4535,1,C,1,0,0.61,,,
2022,P5,3,2,3.3427,1,B,1,0,0.57,,,
2022,P5,3,3,2.5023,1,C,1,0,0.53,,,
2022,P5,3,4,2.1851,1,A,1,0,0.31,,,
2022,P5,4,1,3.7734,1,C,1,0,0.83,,,
2022,P5,4,2,3.3334,1,C,1,0,0.57,,,
2022,P5,4,3,3.5023,1,C,1,0,0.87,,,
2022,P5,4,4,4.5947,1,B,1,0,1.24,,,
2022,P5,5,1,6.617,1,B,1,0,2.41,,,
2022,P5,5,2,6.5692,1,C,1.5,0,2.97,,,
2022,P5,5,3,5.9499,1,A,1.5,0,2.7,,,
2022,P5,5,4,6.6268,1,C,1.5,0,3.34,,,
2022,P5,6,1,7.4993,1,C,2.5,0,4.12,,,
2022,P5,6,2,7.6152,1,C,2.5,0,3.61,,,
2022,P5,6,3,8.1197,1,B,2.5,0,3.93,,,
2022,P5,6,4,5.5844,1,B,2.5,0,3.81,,,
2022,P5,7,1,7.6895,1,C,4,1,3.66,,,
2022,P5,7,2,7.1461,1,B,4,1,4.67,,,
2022,P5,7,3,8.0199,1,B,4,1,5.42,,,
2022,P5,7,4,8.1007,1,C,4,1,5.44,,,
2022,P5,8,1,2.4695,2,C,0,0,0.6,,,
2022,P5,8,2,1.8995,2,C,0,0,0.65,,,
2022,P5,8,3,2.4543,2,C,0,0,0.44,,,
2022,P5,8,4,1.9704,2,C,0,0,0.55,,,
2022,P5,9,1,4.7295,2,B,1,0,2.02,,,
2022,P5,9,2,4.0547,2,C,1,0,1.59,,,
2022,P5,9,3,5.9735,2,C,1,0,2.28,,,
2022,P5,9,4,5.8684,2,B,1,0,1.61,,,
2022,P5,10,1,4.7108,2,C,1.5,0,1.46,,,
2022,P5,10,2,5.8915,2,B,1.5,0,2.79,,,
2022,P5,10,3,6.045,2,C,1,0,2.57,,,
2022,P5,10,4,5.7881,2,B,1,0,2.94,,,
2022,P5,11,1,0.7954,3,B,0,0,0.34,,,
2022,P5,11,2,0.9517,3,B,0,0,0.23,,,
2022,P5,11,3,1.1173,3,C,0,0,0.29,,,
2022,P5,11,4,1.2575,3,A,0,0,0.57,,,
2022,P5,12,1,3.3875,3,C,1,0,0.64,,,
2022,P5,12,2,3.4529,3,B,1,0,0.84,,,
2022,P5,12,3,4.0722,3,C,1,0,0.93,,,
2022,P5,12,4,3.8983,3,C,1,0,0.94,,,
2022,P5,13,1,4.816,3,B,1,0,1.86,,,
2022,P5,13,2,5.3712,3,C,1,0,2.21,,,
2022,P5,13,3,5.2462,3,C,1,0,2.63,,,
2022,P5,13,4,6.7671,3,C,1,0,2.84,,,
2022,P5,14,1,0.9085,4,C,0,0,0.12,,,
2022,P5,14,2,1.0269,4,C,0,0,0.08,,,
2022,P5,14,3,1.016,4,C,0,0,0.27,,,
2022,P5,14,4,0.9966,4,C,0,0,0.36,,,
2022,P5,15,1,0.8116,4,B,0,0,0.08,,,
2022,P5,15,2,0.8513,4,A,0,0,0.14,,,
2022,P5,15,3,1.479,4,B,0,0,0.12,,,
2022,P5,15,4,0.809,4,C,0,0,0.34,,,
2022,P5,16,1,1.7018,4,C,0,0,0.32,,,
2022,P5,16,2,1.563,4,C,0,0,0.23,,,
2022,P5,16,3,1.7125,4,B,0,0,0.24,,,
2022,P5,16,4,1.3053,4,C,0,0,0.46,,,
2022,P7,1,1,2.3,1,B,1,0,0.56,,,
2022,P7,1,2,2.0118,1,B,1,0,0.58,,,
2022,P7,1,3,1.7758,1,B,1,0,0.4,,,
2022,P7,1,4,1.9379,1,A,1,0,0.5,,,
2022,P7,2,1,5.5459,1,C,1,0,2.01,,,
2022,P7,2,2,3.0493,1,B,1,0,1.29,,,
2022,P7,2,3,3.8658,1,C,1,0,1.23,,,
2022,P7,2,4,3.2902,1,A,1,0,1.34,,,
2022,P7,3,1,5.3968,1,B,1,0,2.56,,,
2022,P7,3,2,4.8774,1,A,1,0,1.81,,,
2022,P7,3,3,4.1734,1,A,1,0,2.04,,,
2022,P7,3,4,4.1662,1,B,1,0,1.9,,,
2022,P7,4,1,5.0574,1,A,1.5,0,2.89,,,
2022,P7,4,2,4.9865,1,B,1.5,0,3.34,,,
2022,P7,4,3,4.8774,1,C,1.5,0,2.53,,,
2022,P7,4,4,3.9774,1,A,1.5,0,2.08,,,
2022,P7,5,1,3.891,1,A,2,0,2.31,,,
2022,P7,5,2,4.2636,1,A,2,0,3.35,,,
2022,P7,5,3,5.6563,1,C,2,0,3.91,,,
2022,P7,5,4,4.5176,1,A,2,0,3.93,,,
2022,P7,6,1,5.4167,1,A,3.5,1,4.08,,,
2022,P7,6,2,6.8086,1,A,3.5,1,5.92,,,
2022,P7,6,3,6.1751,1,B,3.5,1,4.39,,,
2022,P7,6,4,5.9267,1,B,3.5,1,3.5,,,
2022,P7,7,1,5.4742,1,A,5,2,4.22,,,
2022,P7,7,2,6.3843,1,A,5,2,5.7,,,
2022,P7,7,3,8.148,1,A,5,2,4.68,,,
2022,P7,7,4,6.4367,1,B,5,2,5.96,,,
2022,P7,8,1,6.6391,1,A,6,3,6.26,,,
2022,P7,8,2,7.7493,1,A,6,3,6.32,,,
2022,P7,8,3,6.9793,1,A,6,3,4.88,,,
2022,P7,8,4,4.5133,1,A,6,3,6.6,,,
2022,P7,9,1,0.5432,2,A,0,0,0.1,,,
2022,P7,9,2,0.6417,2,B,0,0,0.1,,,
2022,P7,9,3,0.6085,2,D,0,0,0.15,,,
2022,P7,9,4,0.5355,2,D,0,0,0.01,,,
2022,P7,10,1,2.6564,2,A,1,0,0.78,,,
2022,P7,10,2,2.8506,2,B,1,0,1.27,,,
2022,P7,10,3,2.7019,2,B,1,0,0.64,,,
2022,P7,10,4,3.0804,2,B,1,0,0.72,,,
2022,P7,11,1,0.6804,3,B,0,0,0.25,,,
2022,P7,11,2,0.9802,3,A,0,0,0.16,,,
2022,P7,11,3,0.9525,3,C,0,0,0.25,,,
2022,P7,11,4,1.306,3,A,0,0,0.27,,,
2022,P7,12,1,1.304,3,C,1,0,0.36,,,
2022,P7,12,2,0.8391,3,B,0,0,0.15,,,
2022,P7,12,3,1.4403,3,C,0,0,0.49,,,
2022,P7,12,4,1.0369,3,C,0,0,0.25,,,
2022,P7,13,1,2.9204,3,A,1,0,0.55,,,
2022,P7,13,2,3.2108,3,C,1,0,0.72,,,
2022,P7,13,3,2.7233,3,C,1,0,1.05,,,
2022,P7,13,4,3.4623,3,A,1,0,0.94,,,
2022,P7,14,1,6.6901,3,B,1,1,2.42,,,
2022,P7,14,2,5.2094,3,B,1,1,1.9,,,
2022,P7,14,3,4.1264,3,A,1,1,1.51,,,
2022,P7,14,4,4.6828,3,C,1,1,1.94,,,
2022,P7,15,1,1.1569,4,A,0,0,0.25,,,
2022,P7,15,2,1.0696,4,C,0,0,0.3,,,
2022,P7,15,3,1.0307,4,B,0,0,0.36,,,
2022,P7,15,4,1.1913,4,A,0,0,0.41,,,
2022,P7,16,1,4.1443,4,A,1,0,1.16,,,
2022,P7,16,2,3.8295,4,B,1,0,1.51,,,
2022,P7,16,3,3.1945,4,A,1,0,0.9,,,
2022,P7,16,4,4.6195,4,B,1,0,1.58,,,
2022,P7,17,1,3.9817,4,A,1,0,1.51,,,
2022,P7,17,2,3.7802,4,B,1,0,1.2,,,
2022,P7,17,3,3.8365,4,A,1,0,1.16,,,
2022,P7,17,4,5.1993,4,A,1,0,1.69,,,
2022,P8,1,1,0.2926,1,A,0,0,0,,,
2022,P8,1,2,0.2742,1,A,0,0,0.1,,,
2022,P8,1,3,0.411,1,A,0,0,0.1,,,
2022,P8,1,4,0.3812,1,B,0,0,0.1,,,
2022,P8,2,1,1.7817,1,B,0,0,0.05,,,
2022,P8,2,2,2.5653,1,B,0,0,0.51,,,
2022,P8,2,3,1.06,1,B,0,0,0.08,,,
2022,P8,2,4,0.9815,1,B,0,0,0.03,,,
2022,P8,3,1,1.3623,1,B,0,0,0.19,,,
2022,P8,3,2,1.5105,1,B,0,0,0.19,,,
2022,P8,3,3,2.1898,1,B,0,0,0.16,,,
2022,P8,3,4,2.1743,1,A,0,0,0.42,,,
2022,P8,4,1,3.802,1,B,1,0,1.18,,,
2022,P8,4,2,3.7425,1,B,1,0,0.91,,,
2022,P8,4,3,3.7206,1,B,1,0,1.01,,,
2022,P8,4,4,3.7995,1,D,1,0,1.04,,,
2022,P8,5,1,4.0729,1,B,1,0,1.34,,,
2022,P8,5,2,4.2027,1,A,1,0,1.09,,,
2022,P8,5,3,6.6599,1,B,1,0,2.45,,,
2022,P8,5,4,5.9138,1,C,1,0,1.91,,,
2022,P8,6,1,5.0497,1,A,2.5,1,3.19,,,
2022,P8,6,2,7.1748,1,B,2.5,1,2.99,,,
2022,P8,6,3,5.4173,1,B,3,1,2.83,,,
2022,P8,6,4,5.3804,1,B,3.5,1,3.41,,,
2022,P8,7,1,6.6701,1,A,3.5,1,4.04,,,
2022,P8,7,2,9.7529,1,A,3.5,1,3.51,,,
2022,P8,7,3,6.975,1,B,4,1,3.75,,,
2022,P8,7,4,9.594,1,B,4,1,4.45,,,
2022,P8,8,1,7.7844,1,B,3.5,1,4.27,,,
2022,P8,8,2,7.0049,1,A,4,1,4.48,,,
2022,P8,8,3,5.3646,1,B,4,1,4.01,,,
2022,P8,8,4,8.3238,1,A,4,1,4.92,,,
2022,P8,9,1,10.0517,1,A,5,3,7.01,,,
2022,P8,9,2,12.4257,1,A,5,3,5.01,,,
2022,P8,9,3,6.8829,1,C,5,3,4.22,,,
2022,P8,9,4,9.9615,1,A,5,3,5.3,,,
2022,P8,10,1,1.1728,2,C,0,0,0.05,,,
2022,P8,10,2,1.3629,2,D,0,0,0.4,,,
2022,P8,10,3,1.7943,2,C,0,0,0.24,,,
2022,P8,10,4,1.5558,2,B,0,0,0.39,,,
2022,P8,11,1,4.3215,2,B,1,0,1.41,,,
2022,P8,11,2,4.8997,2,D,1,0,1.24,,,
2022,P8,11,3,4.4351,2,B,1,0,1.42,,,
2022,P8,11,4,4.5765,2,C,1,0,1.65,,,
2022,P8,12,1,5.1606,2,B,1,0,1.51,,,
2022,P8,12,2,4.3568,2,C,1,0,1.37,,,
2022,P8,12,3,4.7331,2,C,1,0,1.68,,,
2022,P8,12,4,4.954,2,B,1,0,1.57,,,
2022,P8,13,1,0.8249,3,C,0,0,0.26,,,
2022,P8,13,2,1.3449,3,A,0,0,0.35,,,
2022,P8,13,3,1.0294,3,A,0,0,0.22,,,
2022,P8,13,4,0.7312,3,A,0,0,0.15,,,
2022,P8,14,1,2.9102,3,C,1,0,0.69,,,
2022,P8,14,2,3.107,3,C,1,0,0.74,,,
2022,P8,14,3,3.1318,3,B,1,0,0.86,,,
2022,P8,14,4,3.2734,3,C,1,0,0.79,,,
2022,P8,15,1,6.7616,3,B,1,2,2.08,,,
2022,P8,15,2,6.367,3,A,1,2,2.33,,,
2022,P8,15,3,8.5223,3,A,1,2,2.49,,,
2022,P8,15,4,6.0029,3,B,1,2,2.12,,,
2022,P8,16,1,5.1915,3,C,1,2,1.76,,,
2022,P8,16,2,6.359,3,B,1,2,3.54,,,
2022,P8,16,3,5.0613,3,A,1,2,3.15,,,
2022,P8,16,4,4.4408,3,C,1,2,2.02,,,
2022,P8,17,1,0.316,4,A,0,0,0.1,,,
2022,P8,17,2,0.3662,4,A,0,0,0.1,,,
2022,P8,17,3,0.6139,4,A,0,0,0.06,,,
2022,P8,17,4,0.7296,4,A,0,0,0.19,,,
2022,P8,18,1,3.7282,4,D,0,0,0.37,,,
2022,P8,18,2,2.5258,4,C,0,0,0.49,,,
2022,P8,18,3,1.8156,4,B,0,0,0.18,,,
2022,P8,18,4,1.8335,4,C,0,0,0.3,,,
2022,P9,1,1,1.0929,1,B,0,0,0.08,,,
2022,P9,1,2,0.6865,1,B,0,0,0.11,,,
2022,P9,1,3,1.2197,1,A,0,0,0.05,,,
2022,P9,1,4,0.4622,1,A,0,0,0.05,,,
2022,P9,2,1,1.8629,1,A,0,0,0.44,,,
2022,P9,2,2,1.4374,1,B,0,0,0.35,,,
2022,P9,2,3,1.7596,1,B,0,0,0.25,,,
2022,P9,2,4,1.9559,1,A,0,0,0.51,,,
2022,P9,3,1,2.8835,1,A,1,0,0.31,,,
2022,P9,3,2,3.0011,1,A,1,0,0.69,,,
2022,P9,3,3,4.2308,1,A,1,0,1.36,,,
2022,P9,3,4,4.1664,1,A,1,0,1.46,,,
2022,P9,4,1,4.661,1,B,1,0,2.05,,,
2022,P9,4,2,4.3403,1,A,1,0,2.31,,,
2022,P9,4,3,3.5813,1,C,1,0,1.43,,,
2022,P9,4,4,3.807,1,A,1,0,1.32,,,
2022,P9,5,1,6.6778,1,A,1.5,0,3.15,,,
2022,P9,5,2,5.7489,1,C,1.5,0,3.4,,,
2022,P9,5,3,6.7887,1,B,1.5,0,2.83,,,
2022,P9,5,4,6.134,1,A,1.5,0,3.45,,,
2022,P9,6,1,1.0713,2,C,0,0,0.1,,,
2022,P9,6,2,0.7692,2,B,0,0,0.08,,,
2022,P9,6,3,0.9038,2,B,0,0,0.2,,,
2022,P9,6,4,0.5157,2,B,0,0,0.05,,,
2022,P9,7,1,4.8343,2,B,1,0,1.21,,,
2022,P9,7,2,3.8744,2,A,1,0,0.84,,,
2022,P9,7,3,3.6139,2,A,1,0,0.8,,,
2022,P9,7,4,4.2802,2,A,1,0,1.05,,,
2022,P9,8,1,5.7237,2,C,1,0,2.84,,,
2022,P9,8,2,5.9188,2,A,1,0,2.63,,,
2022,P9,8,3,4.836,2,B,1,0,2.59,,,
2022,P9,8,4,5.0232,2,B,1,0,2.15,,,
2022,P9,9,1,1.939,3,A,0,0,0.23,,,
2022,P9,9,2,2.0558,3,A,0,0,0.41,,,
2022,P9,9,3,1.1847,3,A,0,0,0.3,,,
2022,P9,9,4,0.9169,3,B,0,0,0.01,,,
2022,P9,10,1,2.4706,3,B,1,0,0.69,,,
2022,P9,10,2,2.0711,3,A,1,0,0.9,,,
2022,P9,10,3,2.2606,3,C,1,0,1.33,,,
2022,P9,10,4,3.1271,3,B,1,0,1.17,,,
2022,P9,11,1,3.1265,3,C,1,0,0.63,,,
2022,P9,11,2,2.5486,3,C,1,0,0.85,,,
2022,P9,11,3,3.5813,3,B,1,0,1.3,,,
2022,P9,11,4,4.259,3,C,1,0,1.26,,,
2022,P9,12,1,2.0393,4,A,1,0,0.35,,,
2022,P9,12,2,2.3301,4,B,1,0,0.57,,,
2022,P9,12,3,2.5184,4,C,1,0,0.68,,,
2022,P9,12,4,1.8225,4,C,1,0,0.31,,,
2022,P9,13,1,3.7046,4,C,1,0,1.22,,,
2022,P9,13,2,3.5292,4,B,1,0,0.86,,,
2022,P9,13,3,4.3699,4,C,1,0,1.34,,,
2022,P9,13,4,4.6362,4,B,1,0,1.4,,,
2022,P9,14,1,5.1208,4,B,1,0,1.88,,,
2022,P9,14,2,4.6987,4,B,1,0,1.51,,,
2022,P9,14,3,7.6452,4,C,1,0,2.01,,,
2022,P9,14,4,6.6835,4,C,1,0,1.79,,,
2022,P9,15,1,1.3328,4,A,0,0,0.23,,,
2022,P9,15,2,0.954,4,A,0,0,0.28,,,
2022,P9,15,3,1.5574,4,A,0,0,0.39,,,
2022,P9,15,4,1.3762,4,A,0,0,0.37,,,
