diet,sex,subject,day,weight
ag,female,2,15,48.5
ag,female,7,15,43.7
ag,male,8,15,42.7
ag,female,9,15,66.7
ag,female,12,15,67.5
ag,male,14,15,38.1
ag,female,15,15,NA
ag,female,16,15,60
ag,male,18,15,44.6
ag,female,19,15,67.1
ag,female,20,15,NA
ag,male,23,15,41.8
ag,female,24,15,61
ag,male,26,15,34.5
ag,male,28,15,37.9
ag,female,30,15,NA
ag,female,31,15,55
ag,female,36,15,NA
ag,male,39,15,37.7
ag,male,40,15,46.7
ag,female,41,15,48.1
ag,male,42,15,32.9
ag,female,48,15,52
ds,female,51,15,91
ds,female,52,15,78.6
ds,female,53,15,95.3
ds,female,54,15,93.6
ds,male,56,15,43.2
ds,male,57,15,50.4
ds,female,58,15,95.4
ds,female,59,15,66.5
ds,female,60,15,60.5
ds,female,61,15,85.2
ds,female,62,15,82.1
ds,female,63,15,64
ds,female,65,15,84.7
ds,male,66,15,47.6
ds,female,68,15,85.5
ds,male,69,15,50.1
ds,female,70,15,84.1
ds,female,71,15,104.6
ds,male,72,15,45.6
ds,male,73,15,48.8
ds,female,74,15,85.4
ds,male,75,15,50.6
ds,female,76,15,84
ds,male,77,15,56.9
ds,male,78,15,49.8
ds,male,79,15,49.9
ds,female,80,15,94.5
ds,male,81,15,47.9
ds,female,82,15,108.8
ds,female,83,15,73.6
ds,female,84,15,84.3
ds,male,85,15,54.6
ds,male,86,15,52
ds,female,87,15,73.9
ds,male,88,15,49.9
ds,male,89,15,44.7
ds,male,90,15,54.3
ds,female,91,15,77.3
ds,male,93,15,59
ds,male,94,15,45.8
ds,female,95,15,88.3
ds,male,96,15,50.8
ds,female,99,15,79.6
ds,female,100,15,99.4
sf,male,101,15,30.7
sf,male,107,15,NA
sf,female,112,15,NA
sf,female,113,15,43
sf,male,115,15,25.4
sf,male,120,15,30.6
sf,female,123,15,34.9
sf,male,135,15,NA
sf,female,139,15,43.3
sf,male,150,15,30.2
ag,male,1,16,38.3
ag,female,2,16,48.3
ag,female,7,16,45.7
ag,male,8,16,40.4
ag,female,9,16,69.1
ag,female,12,16,69.3
ag,male,14,16,46.9
ag,female,15,16,NA
ag,female,16,16,46.6
ag,male,18,16,40
ag,female,19,16,60.4
ag,female,20,16,NA
ag,male,23,16,45.8
ag,female,24,16,52
ag,male,26,16,34.3
ag,male,28,16,36.9
ag,female,30,16,NA
ag,female,31,16,63.9
ag,female,36,16,NA
ag,male,39,16,36.3
ag,male,40,16,50.5
ag,female,41,16,54.5
ag,male,42,16,36.8
ag,female,48,16,63.1
ds,female,51,16,101.4
ds,female,52,16,73.6
ds,female,53,16,71.4
ds,female,54,16,96.7
ds,male,56,16,54.9
ds,male,57,16,48.5
ds,female,58,16,105.7
ds,female,59,16,61.8
ds,female,60,16,86
ds,female,61,16,79.4
ds,female,62,16,64.4
ds,female,63,16,63
ds,female,65,16,91.8
ds,male,66,16,39.5
ds,female,68,16,88.2
ds,male,69,16,46.7
ds,female,70,16,88.5
ds,female,71,16,108.9
ds,male,72,16,45.7
ds,male,73,16,43.4
ds,female,74,16,72.8
ds,male,75,16,50.7
ds,female,76,16,73.5
ds,male,77,16,48.2
ds,male,78,16,43.5
ds,male,79,16,56
ds,female,80,16,108.9
ds,male,81,16,53.2
ds,female,82,16,102.2
ds,female,83,16,89.3
ds,female,84,16,86.9
ds,male,85,16,57.4
ds,male,86,16,47.2
ds,female,87,16,72
ds,male,88,16,42.6
ds,male,89,16,50
ds,male,90,16,53
ds,female,91,16,80.6
ds,male,93,16,55.9
ds,male,94,16,47.8
ds,female,95,16,100.5
ds,male,96,16,43.2
ds,female,99,16,101.2
ds,female,100,16,107.3
sf,male,101,16,30.6
sf,male,107,16,NA
sf,female,112,16,NA
sf,female,113,16,46.7
sf,male,115,16,27.8
sf,male,120,16,34.3
sf,female,123,16,36.2
sf,male,135,16,NA
sf,female,139,16,49.5
sf,male,150,16,32.1
ag,male,1,17,32.8
ag,female,2,17,48.7
ag,female,7,17,49.4
ag,male,8,17,34.1
ag,female,9,17,81
ag,female,12,17,51
ag,male,14,17,43
ag,female,15,17,NA
ag,female,16,17,50.9
ag,male,18,17,43.3
ag,female,19,17,64.8
ag,female,20,17,NA
ag,male,23,17,40.1
ag,female,24,17,57.2
ag,male,26,17,32.1
ag,male,28,17,38.8
ag,female,30,17,NA
ag,female,31,17,71.5
ag,female,36,17,NA
ag,male,39,17,37.5
ag,male,40,17,46.3
ag,female,41,17,42.3
ag,male,42,17,33.5
ag,female,48,17,75.8
ds,female,51,17,101.6
ds,female,52,17,81.1
ds,female,53,17,82.2
ds,female,54,17,108.9
ds,male,56,17,53.4
ds,male,57,17,NA
ds,female,58,17,92.3
ds,female,59,17,84.1
ds,female,60,17,87.2
ds,female,61,17,86.3
ds,female,62,17,87.3
ds,female,63,17,58
ds,female,65,17,90
ds,male,66,17,41.8
ds,female,68,17,88.9
ds,male,69,17,49.2
ds,female,70,17,103.7
ds,female,71,17,102.9
ds,male,72,17,46.7
ds,male,73,17,45
ds,female,74,17,78.2
ds,male,75,17,49.6
ds,female,76,17,72.2
ds,male,77,17,69.1
ds,male,78,17,49
ds,male,79,17,52.8
ds,female,80,17,124.3
ds,male,81,17,52.1
ds,female,82,17,125.1
ds,female,83,17,85.4
ds,female,84,17,NA
ds,male,85,17,51.3
ds,male,86,17,53
ds,female,87,17,70.9
ds,male,88,17,47.3
ds,male,89,17,53.3
ds,male,90,17,51.6
ds,female,91,17,80.1
ds,male,93,17,59.5
ds,male,94,17,46.3
ds,female,95,17,84.2
ds,male,96,17,50.6
ds,female,99,17,104.2
ds,female,100,17,102.1
sf,male,101,17,35.7
sf,male,107,17,NA
sf,female,112,17,NA
sf,female,113,17,48.7
sf,male,115,17,32.9
sf,male,120,17,36.9
sf,female,123,17,42.4
sf,male,135,17,NA
sf,female,139,17,57.5
sf,male,150,17,37.7
ag,male,1,18,39
ag,female,2,18,NA
ag,female,7,18,71.8
ag,male,8,18,36.8
ag,female,9,18,82.6
ag,female,12,18,66
ag,male,14,18,36.8
ag,female,15,18,NA
ag,female,16,18,59.7
ag,male,18,18,45.7
ag,female,19,18,67.9
ag,female,20,18,NA
ag,male,23,18,40
ag,female,24,18,57.6
ag,male,26,18,34.5
ag,male,28,18,33
ag,female,30,18,NA
ag,female,31,18,50.9
ag,female,36,18,NA
ag,male,39,18,44.5
ag,male,40,18,42.4
ag,female,41,18,43.5
ag,male,42,18,33.5
ag,female,48,18,82.2
ds,female,51,18,77.7
ds,female,52,18,83
ds,female,53,18,93.8
ds,female,54,18,108
ds,male,56,18,54.6
ds,male,57,18,NA
ds,female,58,18,88.3
ds,female,59,18,99.2
ds,female,60,18,88.9
ds,female,61,18,89.8
ds,female,62,18,64.7
ds,female,63,18,51
ds,female,65,18,73.5
ds,male,66,18,45.4
ds,female,68,18,81.3
ds,male,69,18,54.5
ds,female,70,18,94.9
ds,female,71,18,104.9
ds,male,72,18,43
ds,male,73,18,51.3
ds,female,74,18,87.8
ds,male,75,18,47.1
ds,female,76,18,69.5
ds,male,77,18,55
ds,male,78,18,45.9
ds,male,79,18,47.5
ds,female,80,18,109.8
ds,male,81,18,65.7
ds,female,82,18,129.6
ds,female,83,18,90.2
ds,female,84,18,NA
ds,male,85,18,47.3
ds,male,86,18,46.5
ds,female,87,18,70
ds,male,88,18,45.1
ds,male,89,18,50
ds,male,90,18,54.3
ds,female,91,18,77.2
ds,male,93,18,53.1
ds,male,94,18,44.3
ds,female,95,18,101.8
ds,male,96,18,52.2
ds,female,99,18,110.6
ds,female,100,18,96.1
sf,male,101,18,43.5
sf,male,107,18,NA
sf,female,112,18,NA
sf,female,113,18,75.6
sf,male,115,18,30
sf,male,120,18,31.1
sf,female,123,18,60.7
sf,male,135,18,NA
sf,female,139,18,87.4
sf,male,150,18,33
